시구,자치구,동,단지명,단지번호,세대수,동수,준공년월,평형구간,최저매매가_만원,중위매매가_만원,최고매매가_만원,매매건수,전세건수,최소면적_㎡,최대면적_㎡,위도,경도,강남까지_km,회사1_합정_km,회사2_남양_km
구로구,,구로동,"신도림대림1,2차(e편한세상)",3354,2298,27,199911,"24,33",125000,132000,146000,70,0,78.42,82.54,37.505825,126.880348,13.02,5.69,32.85
구로구,,구로동,현대1차,695,476,3,199204,33,90000,90000,90000,3,0,103.83,103.83,37.502172,126.894991,11.71,5.53,32.77
구로구,,구로동,대림코오롱,888,481,5,199810,33,130000,135000,140000,7,0,108.44,108.44,37.506716,126.895263,11.72,5.05,33.26
구로구,,구로동,신도림5차e-편한세상,8714,362,6,200308,33,150000,160000,165000,7,0,107.67,107.67,37.506805,126.880796,12.99,5.58,32.96
구로구,,구로동,신도림현대,9937,450,3,199401,33,100000,120000,125000,18,0,95.93,95.93,37.504962,126.886026,12.51,5.54,32.87
구로구,,구로동,신도림7차e-편한세상,8919,411,6,200406,33,160000,165000,170000,11,0,107.87,107.87,37.508337,126.882684,12.84,5.35,33.17
구로구,,궁동,일두맨션,1718,315,9,198308,"18,21,24",26000,30000,36500,10,0,57.75,57.75,37.486203,126.809404,19.29,11.59,29.86
구로구,,궁동,서울가든,15805,339,15,198712,21,53000,53000,53000,3,0,68.16,68.16,37.492529,126.831117,17.34,9.66,30.69
구로구,,궁동,푸른마을2단지,3786,470,5,200101,"21,24",60000,61500,62000,4,0,70.2,70.2,37.513611,126.835426,17.04,7.98,33.06
구로구,,궁동,금강수목원,9629,620,22,200309,"24,33",69000,77000,85000,20,0,81.54,81.54,37.488297,126.832348,17.26,9.9,30.23
구로구,,궁동,한국,1719,497,2,199611,"24,33",32000,37000,40000,20,0,83.33,83.33,37.493092,126.813467,18.9,10.84,30.64
구로구,,궁동,e편한세상온수역,120265,921,8,202004,"24,33",84000,90000,90000,4,0,82.93,83.11,37.489098,126.821258,18.23,10.57,30.24
구로구,,궁동,푸른마을3단지,3787,440,6,200101,24,66000,67000,68000,24,0,82.17,82.28,37.512033,126.837181,16.87,7.93,32.9
구로구,,궁동,부천동부센트레빌3단지,19415,432,5,200607,"24,33",48000,50000,52000,4,0,79.35,79.56,37.491618,126.812021,19.03,11.04,30.47
구로구,,궁동,신정이펜하우스1단지,102874,466,12,201107,33,85000,85000,85000,1,0,107.79,107.79,37.514855,126.827274,17.77,8.54,33.13
구로구,,궁동,신정이펜하우스3단지,102876,1339,22,201106,33,85000,85000,85000,4,0,116.37,116.37,37.512905,126.830539,17.46,8.39,32.94
구로구,,궁동,역곡역e편한세상,102622,445,8,201108,33,76000,80000,85000,29,0,111.52,111.52,37.486988,126.809437,19.29,11.53,29.95
구로구,,궁동,신정이펜하우스4단지,102877,546,12,201106,33,81000,85000,88000,21,0,110.47,111.39,37.510609,126.829783,17.51,8.57,32.68
구로구,,궁동,온수힐스테이트,26639,999,18,201002,33,81000,85000,100000,12,0,112.73,112.82,37.497141,126.82098,18.23,10.04,31.13
구로구,,궁동,푸른마을4단지,9897,390,6,200208,33,85000,89000,103000,14,0,110.08,110.32,37.513297,126.839209,16.71,7.71,33.06
구로구,,신도림동,대우,10169,536,2,199901,18,55000,60500,70000,10,0,61.79,61.79,37.521317,126.892819,12.17,3.65,34.78
구로구,,신도림동,현대2차,711,390,2,198710,18,82000,82000,82000,1,0,59.49,59.49,37.520529,126.882797,13.02,4.23,34.49
구로구,,신도림동,문래삼환,3449,382,5,200109,"21,33",102000,102000,102000,1,0,74.43,74.43,37.513694,126.8899,12.27,4.52,33.9
구로구,,신도림동,진로,684,461,4,199708,"24,33",130000,132500,135000,2,0,82.8,82.8,37.520755,126.8963,11.86,3.56,34.8
구로구,,신도림동,문래두산위브,703,383,3,198811,"24,33",122000,122000,122000,6,0,88.24,88.24,37.517216,126.885968,12.68,4.36,34.2
구로구,,신도림동,신정아이파크,3447,590,7,200207,"24,33",170000,170000,170000,3,0,86.32,86.32,37.521766,126.871748,14.0,4.82,34.43
구로구,,신도림동,신도림동아3차,3210,813,9,200011,"24,33",146000,148000,155000,20,0,81.63,81.63,37.509883,126.884234,12.72,5.13,33.37
구로구,,신도림동,신도림동아2차,3209,655,5,200005,"24,33",135000,143000,143000,17,0,85.86,85.86,37.509096,126.885829,12.57,5.14,33.31
구로구,,신도림동,문래공원한신,700,367,2,198807,"24,33",127000,132000,137000,8,0,80.24,80.24,37.517623,126.892851,12.09,4.01,34.38
구로구,,신도림동,동아에코빌,1211,346,5,200001,"24,33",99000,99500,100000,2,0,84.04,84.04,37.509046,126.898678,11.44,4.71,33.59
구로구,,신도림동,신도림동아1차,1074,1095,11,199911,"24,33",140000,143500,145000,6,0,80.68,80.68,37.511167,126.882755,12.86,5.08,33.48
구로구,,신도림동,영등포아트자이,104960,836,8,201403,"24,33",160000,160000,160000,8,0,79.39,79.39,37.510814,126.899919,11.35,4.49,33.81
구로구,,신도림동,베어스타운,707,304,2,199705,33,125000,125000,125000,1,0,105.9,105.9,37.519147,126.885261,12.78,4.22,34.39
구로구,,신도림동,신도림4차e-편한세상,3356,853,15,200305,33,188000,189000,200000,14,0,114.95,114.95,37.511129,126.887359,12.46,4.87,33.57
구로구,,신도림동,문래힐스테이트,3450,776,14,200306,33,186000,186000,186000,1,0,111.39,111.39,37.518745,126.890482,12.31,4.0,34.45
구로구,,신도림동,목동현대,675,972,6,199707,33,180000,190000,255000,16,0,107.49,107.49,37.520948,126.877598,13.48,4.51,34.44
구로구,,신도림동,문래자이,3452,1302,18,200111,33,183000,194000,200000,32,0,115.99,115.99,37.516408,126.896862,11.71,3.99,34.34
구로구,,오류동,하버라인2단지,125299,646,6,201907,"24,33",68000,71000,90000,26,0,84.01,84.01,37.481992,126.822252,18.2,11.03,29.46
구로구,,오류동,광명한진타운,1595,1633,10,199706,"24,33",80000,87000,90000,25,0,77.91,77.91,37.478042,126.852428,15.61,9.62,29.34
구로구,,오류동,하버라인3단지,122446,1170,12,201902,"24,33",67000,72000,80000,53,0,85.07,85.07,37.479396,126.824617,18.03,11.08,29.19
구로구,,오류동,한양수자인에듀힐즈,119166,634,9,201909,33,81000,87000,125000,125,0,99.39,110.78,37.477935,126.825486,17.97,11.14,29.03
구로구,,오류동,천왕이펜하우스6단지,102854,678,14,201106,33,70000,80000,82000,20,0,110.62,110.62,37.478463,126.841082,16.6,10.18,29.24
구로구,,오류동,우남퍼스트빌더센트럴,120035,337,5,202006,33,73000,83000,100000,98,0,100.95,107.77,37.477276,126.820813,18.39,11.48,28.92
구로구,,오류동,항동중흥S-클래스베르데카운티,118711,419,6,201912,33,87000,92000,120000,65,0,116.64,118.17,37.481194,126.820891,18.33,11.18,29.36
구로구,,온수동,"부천동부센트레빌1,2단지",19009,697,10,200606,"24,33",48000,48000,51000,12,0,76.22,76.42,37.488854,126.806897,19.5,11.59,30.15
구로구,,온수동,신일해피트리,15137,320,6,200507,"24,33",38500,40000,44000,16,0,76.22,89.09,37.479414,126.809828,19.32,12.04,29.11
구로구,,천왕동,광명중앙하이츠1차,1594,909,7,199307,"18,21,33",36000,36000,36000,10,0,63.13,63.13,37.469399,126.854946,15.56,10.32,28.43
구로구,,천왕동,호반써밋그랜드에비뉴,154358,1051,11,202410,"18,21,24,33",44100,55000,73000,6,0,57.89,57.89,37.471614,126.850538,15.89,10.31,28.61
구로구,,천왕동,광명아크포레자이위브,119675,2104,19,202104,"18,21,24,33",72000,72000,72000,1,0,59.19,59.19,37.471456,126.854552,15.55,10.14,28.65
구로구,,천왕동,광명푸르지오포레나,133083,1187,14,202309,"21,24,33",99000,99000,105000,11,0,68.75,68.75,37.474447,126.858366,15.16,9.68,29.04
구로구,,천왕동,현진에버빌,12882,657,7,200511,"21,33",69000,72500,78000,17,0,75.83,75.83,37.475973,126.847158,16.11,10.08,29.04
구로구,,천왕동,광명푸르지오센트베르,131487,1335,12,202210,"21,24,33",100000,100000,100000,1,0,66.69,66.69,37.470756,126.852459,15.75,10.3,28.54
구로구,,천왕동,광명월드메르디앙,19437,577,6,200704,"24,33",75000,77500,80000,2,0,81.74,81.74,37.47683,126.84683,16.12,10.02,29.13
구로구,,천왕동,광명해모로이연,26325,1267,16,201509,33,90000,100000,104000,31,0,105.4,112.65,37.472876,126.847315,16.15,10.35,28.7
구로구,,항동,부천범박힐스테이트1단지,8973,1070,13,200406,"18,24,33",28000,29000,30000,6,0,59.54,59.54,37.474379,126.809976,19.38,12.4,28.55
구로구,,항동,일루미스테이트,127082,3724,37,202401,"24,33",57000,60500,80000,523,0,81.86,82.64,37.46902,126.810087,19.46,12.8,27.96
구로구,,항동,부천범박힐스테이트6단지,8866,669,9,200306,33,43000,49000,57000,73,0,96.08,111.65,37.469214,126.806271,19.79,13.03,27.97
구로구,,항동,부천범박힐스테이트3단지,8678,1012,11,200406,33,49500,56000,70000,88,0,100.78,112.4,37.473096,126.810595,19.34,12.45,28.41
구로구,,항동,항동제일풍경채포레스트,119598,345,4,202002,33,70000,75000,130000,91,0,109.24,110.19,37.475607,126.816118,18.82,11.91,28.71
구로구,,항동,부천범박힐스테이트2단지,100218,490,5,200406,33,50000,56000,65000,47,0,99.55,109.52,37.474737,126.807958,19.55,12.5,28.58
구로구,,항동,부천범박힐스테이트4단지,8864,1387,11,200306,33,52500,56000,65000,98,0,111.6,111.6,37.471909,126.807211,19.66,12.76,28.27
구로구,,항동,범박파밀리에포레스트,102779,672,12,201103,33,52000,60000,73000,125,0,97.9,111.87,37.467145,126.815612,19.02,12.61,27.77
금천구,,가산동,주공1단지,1627,1980,13,198910,"18,21",53000,59000,62000,18,0,57.29,60.56,37.465764,126.874286,13.99,9.96,28.39
금천구,,가산동,주공2단지,1626,866,7,198910,"18,24",59500,65000,65000,4,0,63.64,63.64,37.466173,126.875648,13.86,9.87,28.46
금천구,,가산동,한신휴플러스,18913,498,7,200705,21,75000,75000,75000,1,0,66.12,66.12,37.488697,126.890587,12.13,7.08,31.22
금천구,,가산동,극동,130,493,4,198412,"21,24,33",44000,46000,50000,23,0,68.24,72.06,37.490902,126.889401,12.22,6.88,31.43
금천구,,가산동,구로두산,912,1285,10,199811,"21,33",58000,58000,65000,16,0,66.66,75.5,37.489379,126.889378,12.23,7.04,31.27
금천구,,가산동,삼성래미안,8073,1244,16,200405,"21,24,33",92500,92500,92500,9,0,74.84,74.84,37.487655,126.891925,12.02,7.16,31.14
금천구,,가산동,힐스테이트뉴포레,148337,1143,7,202208,"21,24,33",113500,113500,115000,7,0,66.6,66.6,37.484267,126.90515,10.91,7.31,31.11
금천구,,가산동,이화우성,136,497,5,199807,"24,33",66000,68000,72000,4,0,85.69,85.69,37.489954,126.893983,11.82,6.87,31.44
금천구,,가산동,금천현대,164,996,10,200209,"24,33",60000,67000,69000,15,0,80.22,80.22,37.462518,126.890273,12.74,9.91,28.42
금천구,,가산동,광명두산위브트레지움,25784,1248,9,200911,"24,33",110000,117000,125000,34,0,82.71,85.69,37.469729,126.872429,14.05,9.61,28.78
금천구,,가산동,신도브래뉴,8646,341,3,200210,"24,33",59000,59000,60000,4,0,79.08,79.08,37.477289,126.900174,11.47,8.14,30.24
금천구,,가산동,두산위브,159,1495,18,199803,"24,33",70000,73000,75000,12,0,81.73,81.73,37.47526,126.892301,12.2,8.49,29.82
금천구,,가산동,철산래미안자이,25902,2072,17,200911,"24,33",123000,125000,127000,38,0,82.47,84.2,37.471957,126.874532,13.81,9.31,29.07
금천구,,가산동,삼익,3235,786,13,199909,"24,33",44000,46000,48000,11,0,84.66,84.66,37.463697,126.909461,11.1,9.57,29.07
금천구,,가산동,구일우성,140,829,10,199805,"24,33",58000,60000,60000,3,0,82.41,82.41,37.490255,126.877243,13.29,7.35,31.1
금천구,,가산동,구로두산위브,18914,660,9,200607,24,75000,75000,75000,1,0,77.08,77.08,37.486514,126.890371,12.17,7.32,30.98
금천구,,가산동,동작상떼빌,13311,545,4,200608,33,118000,120000,160000,62,0,106.47,106.47,37.4877,126.906731,10.72,6.92,31.52
금천구,,가산동,경남,3385,427,5,200302,33,108000,114000,135000,9,0,97.13,97.13,37.489503,126.908441,10.55,6.71,31.76
금천구,,가산동,구로현대,125,591,5,199205,33,83000,85000,86000,5,0,98.14,114.75,37.488513,126.895983,11.66,6.98,31.33
금천구,,가산동,철산한신,1621,1568,12,199211,33,90000,97500,111000,66,0,112.03,112.03,37.472426,126.876538,13.63,9.19,29.16
금천구,,가산동,신림신도브래뉴,3333,304,4,200304,33,94000,95000,96000,24,0,103.05,106.07,37.483885,126.91092,10.41,7.32,31.23
금천구,,가산동,한일유앤아이,17418,454,8,200606,33,72000,75000,85000,27,0,106,106,37.486298,126.876047,13.43,7.79,30.65
금천구,,가산동,신림푸르지오1차,8877,1456,23,200506,33,100000,110000,130000,69,0,104.97,105.61,37.479351,126.910749,10.51,7.83,30.75
금천구,,가산동,독산중앙하이츠빌,11234,554,7,200410,33,73000,85000,92000,45,0,110.02,110.02,37.464875,126.888904,12.78,9.68,28.63
금천구,,독산동,주공8단지,1635,1680,21,199003,"18,24,33",63000,63000,65000,15,0,63.64,63.64,37.457748,126.882273,13.58,10.59,27.71
금천구,,독산동,주공14단지,161,840,5,199011,"18,24,33",41000,45000,60000,8,0,58.61,59.04,37.460436,126.886348,13.14,10.21,28.1
금천구,,독산동,건영2차,53,338,4,198801,"18,24",36000,40500,45000,10,0,64.52,64.52,37.471043,126.916623,10.24,8.75,30.06
금천구,,독산동,신림쌍용,1052,373,3,199802,"24,33",48000,49500,55000,22,0,84.5,84.5,37.472296,126.911767,10.61,8.61,30.04
금천구,,독산동,관악산휴먼시아2단지,8895,2265,32,200803,"24,33",61000,63500,72000,34,0,80.72,81.59,37.459396,126.919934,10.42,10.06,28.96
금천구,,독산동,휴먼시아5단지,27344,731,13,200912,"24,33",76000,76000,78000,3,0,77.38,77.53,37.451915,126.887582,13.37,11.11,27.22
금천구,,독산동,금호어울림,14316,406,3,200602,"24,33",60000,60000,60000,4,0,76.45,76.45,37.451815,126.889459,13.22,11.09,27.26
금천구,,독산동,임광관악파크,9449,465,5,200309,"24,33",49500,49500,58000,5,0,76.03,76.03,37.469816,126.919309,10.05,8.9,30.01
금천구,,독산동,롯데캐슬골드파크1차,107929,1743,11,201611,"24,33",105000,110000,110000,23,0,82.1,82.1,37.459912,126.893932,12.53,10.13,28.23
금천구,,독산동,동양2차,3564,763,11,200311,"24,33",68500,68500,68500,1,0,80.78,80.78,37.45452,126.88793,13.24,10.82,27.5
금천구,,독산동,한신,162,1000,13,199108,33,62000,70000,73000,22,0,106.59,106.59,37.4559,126.889772,13.03,10.64,27.7
금천구,,시흥동,현대(982),17124,330,15,198905,18,44000,45500,47000,2,0,59.64,59.64,37.439677,126.901888,12.85,12.28,26.34
금천구,,시흥동,럭키,167,986,9,198112,"18,21,24",38000,41500,52000,31,0,55.87,57.92,37.448237,126.898972,12.62,11.36,27.14
금천구,,시흥동,건영2차,165,619,3,198910,"18,24,33",29500,32000,35000,55,0,57.86,57.86,37.44951,126.910865,11.62,11.14,27.64
금천구,,시흥동,삼성산주공3단지,3174,1482,9,200008,"21,33",52500,55000,63000,22,0,75.59,75.59,37.462459,126.926219,9.78,9.76,29.48
금천구,,시흥동,관악우방,3360,671,8,200212,"24,33",45000,51000,55000,29,0,84.99,84.99,37.449071,126.914149,11.39,11.19,27.7
금천구,,시흥동,벽산1단지,169,2336,18,200002,"24,33",38000,39000,45000,37,0,86.18,86.18,37.450628,126.91905,10.93,11.03,28.02
금천구,,시흥동,남서울힐스테이트,104347,1764,19,201408,"24,33",81000,88000,88000,14,0,82.29,82.55,37.446594,126.901286,12.52,11.52,27.04
금천구,,시흥동,관악산휴먼시아1단지,100344,545,7,200803,"24,33",64000,65000,70000,18,0,78.58,79.45,37.461931,126.921243,10.2,9.78,29.26
금천구,,시흥동,국제산장,50,630,8,199308,"24,33",42800,45000,50000,41,0,76.85,76.85,37.461281,126.928079,9.68,9.91,29.43
금천구,,시흥동,신림푸르지오2차,19220,349,8,200702,"24,33",67000,67000,73000,3,0,76.77,76.77,37.461374,126.920425,10.29,9.84,29.18
금천구,,시흥동,벽산5단지,3359,2810,25,200408,"24,33",42500,45000,51000,100,0,76.73,76.73,37.448874,126.919204,11.01,11.22,27.85
금천구,,시흥동,신촌휴먼시아1단지,27821,859,17,201010,33,85000,90000,90000,7,0,110.77,113.12,37.450316,126.892013,13.08,11.21,27.17
